Image Name,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10
1-1.dcm,0.016276969369663993,0.05302203806732552,0.028827539045859052,0.09068955162548888,0.10620813486119914,0.12876343433197693,0.07730519664496224,0.05993470801902095,0.3540535341818936,0.08491889385253257
1-1.dcm,0.0694226397209011,0.09350677962327593,0.06478965024394723,0.09288843057819997,0.08693080414989324,0.10116949428665739,0.09753808215517086,0.09578393329226824,0.12175181616878915,0.1762183697799712
1-1.dcm,0.023086195090133654,0.07797068890703215,0.033087281139394915,0.10479126184135197,0.11052514306019351,0.1408228582266853,0.09586424282223519,0.0856525753898979,0.20903720458052522,0.11916254894229532
1-1.dcm,0.061619243206581784,0.0901327795894374,0.06056153462645099,0.09872480366630526,0.09271816239989764,0.11010231758230676,0.10034738580166266,0.09331619654844726,0.12322933866328135,0.1692482379144854
1-1.dcm,0.017431093951213995,0.06078291775548946,0.02445540228258118,0.06502248866513906,0.07884000487263398,0.08726302449222433,0.058474565553629225,0.06272416926747335,0.46272265473686314,0.08228367842271395
1-1.dcm,0.07601266336512155,0.09605216873612007,0.06088156506176972,0.08146223989998397,0.0767919473979122,0.09081905998814395,0.09141975809675341,0.10127986578942404,0.13359309467687533,0.19168763698248403
1-1.dcm,0.019987167923222717,0.06761085596807136,0.03313965680818607,0.13154437863815371,0.1361767115736319,0.18243065728128174,0.11060299066898262,0.07904668428017658,0.12824514723745636,0.11121574962005731
1-1.dcm,0.013941267914531631,0.05386565364372077,0.019502244107742952,0.0917365802066823,0.09451212992518543,0.14026615773885165,0.07127946218252831,0.06577502815327985,0.36676491471734834,0.08235656141003812
1-1.dcm,0.023108411404899474,0.0763297143949361,0.036365938228272006,0.12710078424679788,0.12685920590048572,0.16913240215854383,0.11132369431420545,0.08707758239066661,0.11920577996642914,0.12349648699433326
1-1.dcm,0.03437636739944504,0.04381880754016634,0.02967617793257793,0.04225220534182567,0.03984328508418587,0.04679629248783306,0.04436636897468865,0.04584310568137811,0.586607963296779,0.08641942626106575
1-1.dcm,0.031029466966964455,0.03256567451071498,0.018644102076212636,0.02415718520244187,0.02308631368437216,0.025913278580302346,0.026088831288182627,0.03129295782851564,0.7219842148182081,0.06523797504400425
1-1.dcm,0.01493467214569162,0.05163056305118866,0.022112890832945327,0.07208086501823473,0.08101061495682683,0.1008707721772429,0.06059019719422501,0.056122317414610066,0.463516412601734,0.07713069460724632
1-1.dcm,0.0272372545588794,0.0300186703548929,0.016652490443327946,0.019977353877086493,0.01882294468548159,0.022252948184898688,0.023871984718221665,0.03024173967004507,0.7494039591605797,0.06152065434654029
1-1.dcm,0.01226208557467864,0.044194891535465346,0.01771068770356609,0.060652548307577145,0.06949997128683265,0.08787224348046155,0.05185833570586556,0.049133172288364405,0.5412813199443839,0.06553474417274084
1-1.dcm,0.016160582781012463,0.02024837651469364,0.014798612505856904,0.021339277744302367,0.021583637388139797,0.024304160808728305,0.02122239796032076,0.021625689004930317,0.7987301527526166,0.03998711253932907
1-1.dcm,0.02415067427378775,0.07303258204429627,0.041720695020623935,0.12843030931686028,0.14660446529568263,0.17056063749478215,0.11275521029766847,0.08309069690658274,0.10369318181787623,0.11596154752889251
1-1.dcm,0.023380619892938766,0.07201855715750966,0.03792094557568471,0.13135949830367213,0.13176747601643155,0.17218990779663548,0.10995582184170474,0.0854468521603342,0.1138607513781164,0.12209956987464103
1-1.dcm,0.05748701409077498,0.07659710678576911,0.05627882231654574,0.08135592097854452,0.07845409732200452,0.0901201127616023,0.08384316686201627,0.08136077758717472,0.2447328975630322,0.14977008373231482
1-1.dcm,0.03354537820046868,0.03965730614846769,0.024588079638101973,0.03567605812817437,0.03518682939521317,0.04150263384146737,0.037734121090161256,0.042111102460291,0.6275272450869745,0.08247124601063842
1-1.dcm,0.08350484521017278,0.1014835777373232,0.05657748049028138,0.07135751650771222,0.06556470285539162,0.07975302289649364,0.08566589486285196,0.10834834062212353,0.14493611182512248,0.20280850698823938
1-1.dcm,0.047190509916541695,0.05884180414681369,0.04069810570864269,0.0591934912703541,0.05720005609666046,0.0677550015919233,0.0605607121894296,0.06269452440204218,0.4273266580463486,0.1185391366311083
1-1.dcm,0.012516618384381749,0.042967186754883015,0.017855564057699048,0.077713373370904,0.0826680829526156,0.11756388390104008,0.06332454208554802,0.05445129282548498,0.45808928907682134,0.07285016659059071
